district,date,t_start,r,lower,upper
Delhi,2021-04-09,344,2.233609119763475,2.208451712878108,2.258907035026873
Delhi,2021-04-10,345,2.248650147669931,2.2249709696232802,2.272452929172874
Delhi,2021-04-11,346,2.2910458933931137,2.268686241620874,2.313513675869302
Delhi,2021-04-12,347,2.29602641584013,2.2751191889085685,2.3170279462247994
Delhi,2021-04-13,348,2.2580827382744992,2.2387438394231713,2.277503656866441
Delhi,2021-04-14,349,2.293180197819605,2.2750049867598774,2.311426723370594
Delhi,2021-04-15,350,2.28403807467918,2.2671144971735253,2.301023714327757
Delhi,2021-04-16,351,2.2337916333065215,2.2181850656536377,2.249452155346892
Delhi,2021-04-17,352,2.263205795782327,2.2485498085248667,2.277908734674002
Delhi,2021-04-18,353,2.232425823923163,2.218832970816197,2.2460596130392543
Delhi,2021-04-19,354,2.0668891716793247,2.0546765272311256,2.0791375043367526
Delhi,2021-04-20,355,2.0028049342515915,1.9915546009215095,2.0140865177189617
Delhi,2021-04-21,356,1.8461651273908504,1.836007672577832,1.856350215598073
Delhi,2021-04-22,357,1.6706540890579582,1.6615266593215858,1.6798061756189153
Delhi,2021-04-23,358,1.4973181688489732,1.489101507587152,1.505557125166675
Delhi,2021-04-24,359,1.3804154849601018,1.3728527047852086,1.3879987523581168
Delhi,2021-04-25,360,1.234233678314778,1.2273224832847787,1.241164009949965
Delhi,2021-04-26,361,1.1276185839111128,1.1211866793613379,1.1340686308890755
Delhi,2021-04-27,362,1.0669716280783932,1.0608328380871215,1.073127884404838
Delhi,2021-04-28,363,1.0557197386247703,1.0496886004331598,1.0617679152739814
Delhi,2021-04-29,364,1.0403471333906587,1.034407150596273,1.0463038876797603
Delhi,2021-04-30,365,1.064970610564109,1.058993621456265,1.0709641873671114
